"genes" "logFC" "logCPM" "F" "PValue" "FDR" "status"
"vmacro21728" 0.108787674530198 5.31963275111934 0.836164781496413 0.373453531102797 0.588243278760186 "No significant DEG"
"vmacro21729" 0.0762134377946208 2.54317903484552 0.0931070204252393 0.764017424044072 0.873195468163012 "No significant DEG"
"vmacro21730" -0.131811211787846 4.32421042189083 0.748059773925126 0.399291590052548 0.613391888560228 "No significant DEG"
"vmacro21731" -0.0344788795365524 6.36488838885331 0.11116486816575 0.74295315610689 0.860531466204389 "No significant DEG"
"vmacro21732" -0.18156067989575 7.31234484953158 1.53660745794405 0.232186292142337 0.441790875073823 "No significant DEG"
"vmacro21733" 0.161352498746379 6.37477947997815 0.591203638770063 0.452644808590848 0.658029290003476 "No significant DEG"
"vmacro21734" 0.101601623913428 7.58620311410543 0.615714293762677 0.443585498614316 0.650520823163448 "No significant DEG"
"vmacro21735" -0.390585499705084 6.85693270895055 9.14131744289304 0.00774943396686206 0.0481035258607008 "No significant DEG"
"vmacro21736" -0.110567601670404 5.02485463298525 0.24300620847822 0.628434018771262 0.787814071244862 "No significant DEG"
"vmacro21737" -1.85512822641496 3.4436826645458 19.6154800761611 0.000378751143660562 0.00620567260111469 "Significant DEG"
"vmacro21738" -1.68619121133158 0.190356703618956 8.76606213375367 0.00885182400076446 0.0530636526758586 "No significant DEG"
"vmacro21739" -0.046970515067368 7.01620166498122 0.0685488031134587 0.796649380772488 0.892732166504243 "No significant DEG"
"vmacro21740" 1.91346641557316 2.8587752409287 18.7639132938432 0.000465962218792344 0.00710993189120952 "Significant DEG"
"vmacro21741" -0.375658016664629 7.08927688179868 10.5869072767372 0.00473922919631855 0.0344909564745427 "No significant DEG"
"vmacro21742" -0.684023890173594 3.36357717613502 15.69614775083 0.00103045613423281 0.012020886047256 "No significant DEG"
"vmacro21743" -0.050306473758426 7.03835752089048 0.130223813921979 0.722704543145001 0.847621070101983 "No significant DEG"
"vmacro21744" 0.201593275493306 8.7407112372323 3.43173802016062 0.0816341513507758 0.230931549312776 "No significant DEG"
"vmacro21745" 0.0610112264330709 4.09707678026823 0.139202867643192 0.713747588765876 0.84207498284 "No significant DEG"
"vmacro21746" 1.25628323797619 6.36806332112284 50.4041532090556 1.92358417545998e-06 0.00023908886827586 "Significant DEG"
"vmacro21748" -0.0437180859673463 7.12871940503668 0.0635141574053423 0.804087343131048 0.896753242574828 "No significant DEG"
"vmacro21749" 0.0193655315806275 5.36279966371903 0.00857320561400279 0.927324854432302 0.964679502195963 "No significant DEG"
"vmacro21750" 0.742158451711668 -0.609575179834688 1.0860742173494 0.312130532925894 0.527593257914172 "No significant DEG"
"vmacro21751" 1.0856840931674 0.959660822407855 4.26189996317434 0.0547947845810984 0.177869130364893 "No significant DEG"
"vmacro21752" 0.466201679506332 -0.72489292185492 0.341424039775637 0.566784474752597 0.744587731122988 "No significant DEG"
"vmacro21753" 0.226629775671486 -1.20985124239026 0.0875448359414901 0.770953404910024 0.876605638928154 "No significant DEG"
"vmacro21755" 0.11239699910725 4.89593439374019 0.533581241936812 0.475184482648292 0.674917647544019 "No significant DEG"
"vmacro21756" -0.0587458316375898 6.89144352164419 0.160857328262036 0.69343113870179 0.82908355087982 "No significant DEG"
"vmacro21757" -0.331573713448966 5.39813985257995 4.41787413303647 0.0509858038910973 0.169380574428558 "No significant DEG"
"vmacro21758" -0.47989334939928 1.0232280021029 1.11695419497946 0.305558938141744 0.520637493975326 "No significant DEG"
"vmacro21759" 0.0010480844657414 3.46784300731699 2.95639939366766e-05 0.995725841536417 0.997870674966226 "No significant DEG"
"vmacro21760" -0.207620598325885 4.40641048741158 2.68239316444903 0.120083167537001 0.294414315286697 "No significant DEG"
"vmacro21761" 0.0949590210485254 4.05782680669275 0.168845150539993 0.686341669991593 0.824016072198492 "No significant DEG"
"vmacro21762" 0.977992179606377 7.47034233473735 39.2181452351793 9.12986581190375e-06 0.000528525370349206 "No significant DEG"
"vmacro21763" 0.293959731563891 4.89838354201024 3.52812647763018 0.0778309869396923 0.223812690414654 "No significant DEG"
"vmacro21764" 0.163359056433308 4.68959326737485 1.22336062567364 0.284313107843759 0.49947251170747 "No significant DEG"
"vmacro21765" -0.183741169515833 4.4500250858286 0.991472083683121 0.333530448043472 0.549830895897436 "No significant DEG"
"vmacro21766" -0.165683191851593 5.44133899161884 1.74515799300039 0.204224921093951 0.408942931961697 "No significant DEG"
"vmacro21767" -0.186062066256086 4.14530688188742 2.00356285161732 0.175228187667707 0.372089244101248 "No significant DEG"
"vmacro21768" 0.270455971866073 7.66757345602819 3.12989508416457 0.0950450228371296 0.253919301207037 "No significant DEG"
"vmacro21769" -0.154418623063916 6.21594167635533 0.918360576506025 0.35151539710595 0.56732009474541 "No significant DEG"
"vmacro21770" -0.451339418659401 3.62646535270977 8.24035681795342 0.0107080248266718 0.0603374270830641 "No significant DEG"
"vmacro21771" -1.75052220407191 0.432962544126544 10.3922250128529 0.00505459197913286 0.035802577795009 "Significant DEG"
"vmacro21774" 0.897121290775255 1.29388994428242 2.89378583065297 0.10738293439301 0.274244138913733 "No significant DEG"
"vmacro21775" -0.204542431988276 6.63107703236682 0.781715007868747 0.389114098067498 0.60374969910006 "No significant DEG"
"vmacro21776" 0.307645167372229 4.96770754747284 3.56676256543349 0.0763653036808695 0.220774199410819 "No significant DEG"
"vmacro21777" -0.0850448256163555 4.22879833028614 0.219621680815017 0.645360758287862 0.798796733783723 "No significant DEG"
"vmacro21778" 0.133913330678839 5.22814054096438 0.497313273128783 0.490360424360415 0.686051422522731 "No significant DEG"
"vmacro21779" 0.22005053418244 7.43383894254246 3.7233621325119 0.0707469654382931 0.210366074159851 "No significant DEG"
"vmacro21780" 0.535003183004831 4.48326223031778 13.5880090932847 0.00186734140256543 0.0180993583607396 "No significant DEG"
"vmacro21781" -0.383005779826197 7.81386460514503 7.20812276436243 0.0157938433717863 0.0788865049271597 "No significant DEG"
"vmacro21782" -0.277225934073587 4.89711816865149 5.89358695793469 0.0267589904596937 0.110434388364054 "No significant DEG"
"vmacro21783" 1.0086038737495 7.05802286711742 14.2979307686027 0.00152096461265042 0.0155506895231302 "Significant DEG"
"vmacro21784" -0.0939046499482533 5.51308971613577 0.102561514873238 0.752731822924869 0.866318301091582 "No significant DEG"
"vmacro21785" 0.913666702779755 4.93793273004971 15.5798792312847 0.00106360922615437 0.0122655906430143 "No significant DEG"
"vmacro21786" -0.0833102509944583 5.82885413833137 0.46355639776622 0.50525714400506 0.69758106701625 "No significant DEG"
"vmacro21787" 0.0245857604284248 6.10853608526251 0.0575473901823843 0.813322144100184 0.902036159004071 "No significant DEG"
"vmacro21788" -0.0532689903746861 4.39506671733372 0.104925595351445 0.750000748465336 0.864792617842972 "No significant DEG"
"vmacro21789" 0.00611977726802514 6.3857745865129 0.00274362505907146 0.958844930709806 0.9792887605529 "No significant DEG"
"vmacro21792" -0.456313071092619 2.71103319790564 6.65280930006058 0.0196405234744753 0.0906248150158722 "No significant DEG"
"vmacro21794" -0.150881242523765 5.09633032911617 1.08209699680793 0.312991088344588 0.528532667331181 "No significant DEG"
"vmacro21795" 0.844688584239309 2.84170928992271 12.7574268556083 0.00239041457298896 0.021397070849256 "No significant DEG"
"vmacro21796" 0.529420228404618 1.52416580301835 2.96878934746334 0.103267367781117 0.267584795693173 "No significant DEG"
"vmacro21797" -1.08591463503739 2.13141495596322 6.29285228527862 0.0227037161333691 0.0993976106452071 "No significant DEG"
"vmacro21798" 0.556970476151267 6.75077339538093 3.85760202834495 0.0663132796308728 0.201325132732596 "No significant DEG"
"vmacro21799" 0.940178862241885 6.69577434520531 20.0474485616415 0.000341633830382373 0.00580290767100958 "No significant DEG"
"vmacro21800" 0.0263521020293127 5.27509586184641 0.0520951502716789 0.822215958880967 0.907493908903703 "No significant DEG"
"vmacro21801" -0.059108749478419 5.43987383271113 0.199175919246616 0.661094262035753 0.809758752220638 "No significant DEG"
"vmacro21802" -0.293527314606432 2.12561007026471 0.31753873791109 0.580546145442699 0.753719647686834 "No significant DEG"
"vmacro21803" -0.56144377725774 2.68990094837995 1.68098106608596 0.212347262074918 0.418485796474746 "No significant DEG"
